Wall time,Step,Value
1660323466.662619,0,0.15453067421913147
1660323497.818549,1,0.23679392039775848
1660323518.553376,2,0.29667961597442627
1660323539.275075,3,0.3331916630268097
1660323559.98902,4,0.3663078248500824
1660323580.620363,5,0.39260274171829224
1660323611.303932,6,0.4085480570793152
1660323632.047961,7,0.47077667713165283
1660323652.798462,8,0.5060672163963318
1660323673.577773,9,0.5340813994407654
1660323694.352795,10,0.5539878010749817
1660323724.844035,11,0.5807195901870728
1660323745.635959,12,0.6035242080688477
1660323766.433112,13,0.6203617453575134
1660323787.135114,14,0.6269121766090393
1660323807.942617,15,0.6138253808021545
1660323838.250655,16,0.6488959193229675
1660323859.058583,17,0.6603497266769409
1660323879.785328,18,0.6704180240631104
1660323900.511766,19,0.6576720476150513
1660323921.228209,20,0.6677860617637634
1660323951.418989,21,0.6882879734039307
1660323972.192764,22,0.6883745789527893
1660323993.12942,23,0.6872023940086365
1660324013.965968,24,0.6978158950805664
1660324034.762476,25,0.7131760716438293
1660324065.102633,26,0.7196590304374695
1660324085.834834,27,0.7295051217079163
1660324106.588951,28,0.731210470199585
1660324127.421043,29,0.7301033139228821
1660324148.214075,30,0.7289411425590515
1660324178.785848,31,0.7273885607719421
1660324199.510002,32,0.7357311844825745
1660324220.256732,33,0.71376633644104
1660324241.099863,34,0.7423719167709351
1660324261.814378,35,0.7530463337898254
1660324292.29264,36,0.7610277533531189
1660324313.015144,37,0.7529944181442261
1660324333.754588,38,0.762205183506012
1660324354.51675,39,0.7602898478507996
1660324375.284611,40,0.5476920008659363
1660324405.756501,41,0.704896092414856
1660324426.592111,42,0.7467041015625
1660324447.435967,43,0.7634551525115967
1660324468.195884,44,0.7743373513221741
1660324488.947748,45,0.7805203199386597
1660324519.295742,46,0.786029040813446
1660324540.020473,47,0.7894629240036011
1660324560.749961,48,0.7898194789886475
1660324581.488695,49,0.75635826587677
1660324602.340227,50,0.7656717300415039
1660324632.772544,51,0.7872064709663391
1660324653.527028,52,0.7926830649375916
1660324674.265037,53,0.7920920848846436
1660324694.992092,54,0.7976064682006836
1660324715.731573,55,0.7932207584381104
1660324746.062677,56,0.7310405969619751
1660324766.791375,57,0.7507167458534241
1660324787.537349,58,0.7948383092880249
1660324808.269745,59,0.8051227927207947
1660324829.018736,60,0.8091719150543213
1660324859.551045,61,0.8098481893539429
1660324880.362184,62,0.8079668879508972
1660324901.089573,63,0.801613450050354
1660324921.827257,64,0.795258641242981
1660324942.558458,65,0.809066653251648
1660324972.84081,66,0.8136469125747681
1660324993.662607,67,0.8090017437934875
1660325014.37211,68,0.7986711263656616
1660325035.09401,69,0.7665961980819702
1660325055.820372,70,0.8171836733818054
1660325086.368035,71,0.8259939551353455
1660325107.104761,72,0.8303696513175964
1660325127.875254,73,0.8214245438575745
1660325148.598635,74,0.8145354390144348
1660325169.365092,75,0.8070328235626221
1660325199.628693,76,0.78859943151474
1660325220.368618,77,0.8236841559410095
1660325241.116177,78,0.795727014541626
1660325261.956936,79,0.7726954221725464
1660325282.67136,80,0.8303353786468506
1660325313.093919,81,0.8381449580192566
1660325333.823345,82,0.8411632776260376
1660325354.598551,83,0.8400647044181824
1660325375.339125,84,0.833767831325531
1660325396.071695,85,0.833123505115509
1660325426.374354,86,0.8316805958747864
1660325447.094704,87,0.8324921131134033
1660325467.842695,88,0.8226460218429565
1660325488.602782,89,0.8362264037132263
1660325509.361392,90,0.8396838903427124
1660325539.667085,91,0.8371290564537048
1660325560.470811,92,0.8221110105514526
1660325581.284788,93,0.7947633862495422
1660325601.998578,94,0.8260937929153442
1660325622.736873,95,0.8485753536224365
1660325652.937569,96,0.8515772223472595
1660325673.629176,97,0.8470150232315063
1660325694.331362,98,0.8418149948120117
1660325715.048628,99,0.8277918696403503
