Wall time,Step,Value
1660231634.032415,0,0.46243444085121155
1660231665.920651,1,0.6014923453330994
1660231687.398723,2,0.6659715175628662
1660231708.911426,3,0.7077987194061279
1660231730.584879,4,0.7828395962715149
1660231752.256844,5,0.8005130290985107
1660231783.413363,6,0.8034104108810425
1660231804.922542,7,0.7866028547286987
1660231826.528391,8,0.8313520550727844
1660231847.986132,9,0.7680808305740356
1660231869.496721,10,0.8036782145500183
1660231900.742909,11,0.8434537649154663
1660231922.373419,12,0.838621973991394
1660231943.944918,13,0.7970479130744934
1660231965.568446,14,0.8337663412094116
1660231987.19125,15,0.8685086965560913
1660232017.979511,16,0.8223068714141846
1660232039.619735,17,0.8709412217140198
1660232061.20877,18,0.8779301047325134
1660232082.865753,19,0.8607438206672668
1660232104.513215,20,0.8894745707511902
1660232135.387744,21,0.8823117017745972
1660232157.047996,22,0.8686026930809021
1660232178.62868,23,0.8943361043930054
1660232200.463747,24,0.8601770997047424
1660232222.037508,25,0.8288650512695312
1660232253.543938,26,0.8898631930351257
1660232275.135814,27,0.9023956656455994
1660232297.013018,28,0.9130683541297913
1660232318.715121,29,0.9068182110786438
1660232340.284367,30,0.8943415880203247
1660232373.308709,31,0.9147201776504517
1660232394.919417,32,0.9146849513053894
1660232416.534468,33,0.8817113041877747
1660232438.268131,34,0.9225122332572937
1660232459.975221,35,0.9154380559921265
1660232490.658889,36,0.9292410612106323
1660232512.273756,37,0.8982006907463074
1660232533.920346,38,0.9268648028373718
1660232555.570057,39,0.9192968010902405
1660232577.289354,40,0.8901717066764832
1660232608.046499,41,0.9099403023719788
1660232629.661112,42,0.9325233697891235
1660232651.281848,43,0.9357041120529175
1660232672.892414,44,0.9154704809188843
1660232694.596635,45,0.9140282273292542
1660232725.427782,46,0.9348298907279968
1660232747.008363,47,0.9394567608833313
1660232768.575154,48,0.9418017864227295
1660232790.277336,49,0.9430440664291382
1660232811.985124,50,0.9432904720306396
1660232842.729254,51,0.8731394410133362
1660232864.363934,52,0.915136992931366
1660232886.040392,53,0.9367806911468506
1660232907.596623,54,0.8745132088661194
1660232929.258737,55,0.9280370473861694
1660232960.051599,56,0.9201256632804871
1660232981.756428,57,0.9376112222671509
1660233003.403206,58,0.9452423453330994
1660233025.125847,59,0.947097897529602
1660233046.863232,60,0.9482146501541138
1660233077.742975,61,0.9489359259605408
1660233099.324481,62,0.8474148511886597
1660233120.969129,63,0.8859430551528931
1660233142.740599,64,0.9139586687088013
1660233164.469382,65,0.9328655004501343
1660233195.403112,66,0.9443028569221497
1660233216.994773,67,0.9483583569526672
1660233238.628076,68,0.9499250054359436
1660233260.348652,69,0.9500779509544373
1660233281.964578,70,0.873326301574707
1660233312.778744,71,0.8907834887504578
1660233334.373078,72,0.930779218673706
1660233355.97146,73,0.9422341585159302
1660233377.556955,74,0.948249101638794
1660233399.158575,75,0.9499099850654602
1660233429.997551,76,0.9514585733413696
1660233451.510899,77,0.9519005417823792
1660233473.150731,78,0.952052116394043
1660233494.740797,79,0.8530863523483276
1660233516.279789,80,0.9214728474617004
1660233547.240558,81,0.9354708790779114
1660233568.789207,82,0.9359070658683777
1660233590.394104,83,0.9459719061851501
1660233611.992882,84,0.9500255584716797
1660233633.682315,85,0.9521797299385071
