Wall time,Step,Value
1660231634.031591,0,0.45464131236076355
1660231665.919942,1,0.7094542980194092
1660231687.397898,2,0.776905357837677
1660231708.910641,3,0.8166823983192444
1660231730.58429,4,0.8830397725105286
1660231752.256007,5,0.8953664898872375
1660231783.412575,6,0.8972655534744263
1660231804.921695,7,0.8791000247001648
1660231826.52768,8,0.9153028130531311
1660231847.985576,9,0.8661598563194275
1660231869.496217,10,0.8935736417770386
1660231900.742254,11,0.9230795502662659
1660231922.372779,12,0.9198369383811951
1660231943.944212,13,0.8845030665397644
1660231965.567795,14,0.9180347323417664
1660231987.190632,15,0.9397817254066467
1660232017.978659,16,0.9082537293434143
1660232039.618907,17,0.9411551356315613
1660232061.207402,18,0.9446028470993042
1660232082.864941,19,0.9337661862373352
1660232104.512388,20,0.9516078233718872
1660232135.387187,21,0.9469696283340454
1660232157.047137,22,0.9387873411178589
1660232178.628204,23,0.9535041451454163
1660232200.463245,24,0.9181480407714844
1660232222.036781,25,0.9133116602897644
1660232253.543491,26,0.9518864750862122
1660232275.135223,27,0.9584786295890808
1660232297.012388,28,0.9634698033332825
1660232318.714563,29,0.9605341553688049
1660232340.283876,30,0.9538670182228088
1660232373.307874,31,0.9635559320449829
1660232394.918786,32,0.963209331035614
1660232416.533938,33,0.945759117603302
1660232438.267316,34,0.9667688608169556
1660232459.97455,35,0.9645796418190002
1660232490.658247,36,0.9696241021156311
1660232512.27304,37,0.9534599781036377
1660232533.919748,38,0.9686561226844788
1660232555.569517,39,0.9652337431907654
1660232577.288805,40,0.9498379826545715
1660232608.04574,41,0.9602841734886169
1660232629.660475,42,0.9712899327278137
1660232651.281377,43,0.972171425819397
1660232672.891699,44,0.9626694917678833
1660232694.595994,45,0.9610103368759155
1660232725.42717,46,0.9716132283210754
1660232747.007919,47,0.9738318920135498
1660232768.574669,48,0.9747770428657532
1660232790.276732,49,0.975235104560852
1660232811.984448,50,0.9752008318901062
1660232842.728628,51,0.9377782344818115
1660232864.363155,52,0.962521493434906
1660232886.039592,53,0.9728103876113892
1660232907.595881,54,0.937052845954895
1660232929.257934,55,0.9695894718170166
1660232960.051048,56,0.9660674333572388
1660232981.755613,57,0.9729821085929871
1660233003.40254,58,0.976098895072937
1660233025.125013,59,0.9768558740615845
1660233046.862412,60,0.9773317575454712
1660233077.74252,61,0.9776687622070312
1660233099.324005,62,0.9128513336181641
1660233120.968463,63,0.9472006559371948
1660233142.73977,64,0.9636842608451843
1660233164.468562,65,0.9721488952636719
1660233195.402299,66,0.9760249257087708
1660233216.994172,67,0.9775335788726807
1660233238.627519,68,0.9782291650772095
1660233260.34796,69,0.978320837020874
1660233281.963999,70,0.9375330805778503
1660233312.77815,71,0.9515346884727478
1660233334.372367,72,0.9711427092552185
1660233355.970963,73,0.9754534959793091
1660233377.556354,74,0.9776555299758911
1660233399.157957,75,0.9783388376235962
1660233429.997092,76,0.9789794087409973
1660233451.510262,77,0.9791868329048157
1660233473.149898,78,0.9792829751968384
1660233494.740107,79,0.9272335171699524
1660233516.279138,80,0.966058075428009
1660233547.240035,81,0.9720245599746704
1660233568.788709,82,0.9735135436058044
1660233590.393646,83,0.9766494631767273
1660233611.992252,84,0.9783697724342346
1660233633.68167,85,0.9793977737426758
