Wall time,Step,Value
1660231634.030748,0,3.966548204421997
1660231665.919158,1,2.4905598163604736
1660231687.39706,2,1.9273948669433594
1660231708.909908,3,1.7819939851760864
1660231730.583713,4,1.386957049369812
1660231752.255158,5,1.2875691652297974
1660231783.411739,6,1.261305570602417
1660231804.920858,7,1.3628896474838257
1660231826.526982,8,1.1177420616149902
1660231847.985009,9,1.4493695497512817
1660231869.495704,10,1.2355406284332275
1660231900.741571,11,1.0457066297531128
1660231922.372137,12,1.0724003314971924
1660231943.943436,13,1.2732415199279785
1660231965.566833,14,1.0594695806503296
1660231987.189838,15,0.9126368165016174
1660232017.977839,16,1.1196980476379395
1660232039.618067,17,0.8887389302253723
1660232061.205753,18,0.8687847256660461
1660232082.864125,19,0.9195380806922913
1660232104.511518,20,0.8034636974334717
1660232135.386599,21,0.8382136821746826
1660232157.046137,22,0.8739664554595947
1660232178.627732,23,0.7706928253173828
1660232200.462723,24,0.9689033627510071
1660232222.03613,25,1.0287408828735352
1660232253.543036,26,0.770209550857544
1660232275.134602,27,0.7168691754341125
1660232297.011783,28,0.6740572452545166
1660232318.714009,29,0.6922062635421753
1660232340.283365,30,0.7364139556884766
1660232373.307044,31,0.6587629318237305
1660232394.918107,32,0.6551207304000854
1660232416.533404,33,0.7747421860694885
1660232438.266468,34,0.6194775700569153
1660232459.973889,35,0.6328960061073303
1660232490.657543,36,0.5871361494064331
1660232512.272249,37,0.7004015445709229
1660232533.919119,38,0.5867136716842651
1660232555.568972,39,0.6121358871459961
1660232577.288275,40,0.7177444100379944
1660232608.044961,41,0.6395960450172424
1660232629.659815,42,0.5541661381721497
1660232651.280691,43,0.5412188172340393
1660232672.890894,44,0.614389181137085
1660232694.595333,45,0.6121419072151184
1660232725.42654,46,0.5341090559959412
1660232747.007466,47,0.5137749314308167
1660232768.574172,48,0.5014578700065613
1660232790.276137,49,0.49213865399360657
1660232811.98376,50,0.4863668978214264
1660232842.727982,51,0.7586278319358826
1660232864.362347,52,0.576366126537323
1660232886.038754,53,0.5001913905143738
1660232907.595066,54,0.7369131445884705
1660232929.257131,55,0.5205742120742798
1660232960.050466,56,0.5474287271499634
1660232981.754799,57,0.49069368839263916
1660233003.401848,58,0.4629099667072296
1660233025.124158,59,0.45329973101615906
1660233046.861583,60,0.44533640146255493
1660233077.741994,61,0.438132643699646
1660233099.323517,62,0.8410330414772034
1660233120.967805,63,0.6526416540145874
1660233142.738936,64,0.5397320985794067
1660233164.467731,65,0.47923552989959717
1660233195.401507,66,0.443796306848526
1660233216.993528,67,0.42956259846687317
1660233238.626933,68,0.4209143817424774
1660233260.34705,69,0.41658085584640503
1660233281.963262,70,0.7173164486885071
1660233312.777529,71,0.6286996603012085
1660233334.37156,72,0.4717327058315277
1660233355.970444,73,0.43615877628326416
1660233377.555771,74,0.41648390889167786
1660233399.157311,75,0.40862351655960083
1660233429.996593,76,0.4004807770252228
1660233451.509597,77,0.3954995572566986
1660233473.149076,78,0.39102888107299805
1660233494.739389,79,0.7512900829315186
1660233516.278488,80,0.49021732807159424
1660233547.239533,81,0.4459456205368042
1660233568.788198,82,0.43666940927505493
1660233590.393125,83,0.4072280526161194
1660233611.991591,84,0.3918199837207794
1660233633.681009,85,0.3819323182106018
