Wall time,Step,Value
1660323466.661791,0,0.18250137567520142
1660323497.817732,1,0.6096704006195068
1660323518.552648,2,0.7026684880256653
1660323539.274292,3,0.7477468252182007
1660323559.987985,4,0.7822009921073914
1660323580.619827,5,0.8028526902198792
1660323611.30332,6,0.8151674866676331
1660323632.047156,7,0.8574696183204651
1660323652.797814,8,0.8743117451667786
1660323673.577122,9,0.8868939876556396
1660323694.352074,10,0.8948718905448914
1660323724.843407,11,0.9050891399383545
1660323745.635152,12,0.9127624034881592
1660323766.432379,13,0.918044924736023
1660323787.13464,14,0.9196287393569946
1660323807.942115,15,0.9148275852203369
1660323838.249818,16,0.9267634153366089
1660323859.057787,17,0.9301419854164124
1660323879.784664,18,0.9330191016197205
1660323900.511151,19,0.9292351603507996
1660323921.227498,20,0.9322289228439331
1660323951.418446,21,0.938062846660614
1660323972.191838,22,0.9381250143051147
1660323993.128564,23,0.9369173645973206
1660324013.965256,24,0.9406519532203674
1660324034.761738,25,0.9445167779922485
1660324065.10205,26,0.946071207523346
1660324085.834305,27,0.9484081864356995
1660324106.588484,28,0.9488652944564819
1660324127.420245,29,0.9486125707626343
1660324148.21338,30,0.9484466910362244
1660324178.785224,31,0.9481184482574463
1660324199.509458,32,0.9501676559448242
1660324220.256067,33,0.9443115592002869
1660324241.099055,34,0.9518184065818787
1660324261.813822,35,0.9542732834815979
1660324292.292197,36,0.9560888409614563
1660324313.014649,37,0.954153835773468
1660324333.754014,38,0.9564350843429565
1660324354.51624,39,0.9558197259902954
1660324375.283894,40,0.883165717124939
1660324405.755705,41,0.9435780644416809
1660324426.591305,42,0.9533872008323669
1660324447.435165,43,0.956931471824646
1660324468.195298,44,0.9592927098274231
1660324488.947218,45,0.9606226086616516
1660324519.294989,46,0.9617827534675598
1660324540.019689,47,0.9625065922737122
1660324560.749396,48,0.9625333547592163
1660324581.488108,49,0.9546124935150146
1660324602.33943,50,0.9573537707328796
1660324632.77208,51,0.9620428681373596
1660324653.526372,52,0.9632540941238403
1660324674.264301,53,0.963050127029419
1660324694.99162,54,0.9641344547271729
1660324715.731018,55,0.9632181525230408
1660324746.062218,56,0.9419355988502502
1660324766.79083,57,0.9535385966300964
1660324787.536902,58,0.9638426303863525
1660324808.269303,59,0.9659679532051086
1660324829.018138,60,0.9667918086051941
1660324859.55042,61,0.9668470025062561
1660324880.361322,62,0.9665197730064392
1660324901.088958,63,0.9650859832763672
1660324921.826622,64,0.9637104272842407
1660324942.558018,65,0.9668331742286682
1660324972.840137,66,0.9677286744117737
1660324993.661792,67,0.9668782949447632
1660325014.371583,68,0.96453458070755
1660325035.093462,69,0.9568089842796326
1660325055.819695,70,0.9684528708457947
1660325086.367441,71,0.9702003598213196
1660325107.104112,72,0.9710618853569031
1660325127.874809,73,0.9691088795661926
1660325148.598168,74,0.9677667617797852
1660325169.36455,75,0.9662741422653198
1660325199.6282,76,0.962547242641449
1660325220.368177,77,0.9698814749717712
1660325241.115625,78,0.9632158875465393
1660325261.956108,79,0.958450973033905
1660325282.670779,80,0.9713027477264404
1660325313.093436,81,0.9728119373321533
1660325333.822808,82,0.9733254909515381
1660325354.597975,83,0.9730836749076843
1660325375.338546,84,0.9717648029327393
1660325396.071145,85,0.9716644287109375
1660325426.373916,86,0.9713556170463562
1660325447.094207,87,0.9715746641159058
1660325467.842192,88,0.9694572687149048
1660325488.602239,89,0.9722464680671692
1660325509.360952,90,0.9729862213134766
1660325539.666428,91,0.9723886847496033
1660325560.47019,92,0.9695308804512024
1660325581.283962,93,0.9628989696502686
1660325601.997836,94,0.9704443216323853
1660325622.736383,95,0.9747760891914368
1660325652.937026,96,0.9753772020339966
1660325673.628627,97,0.9744318723678589
1660325694.330855,98,0.9734290838241577
1660325715.047247,99,0.9702755212783813
